,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
SPHK1,3.05E-21,0.425309614,0.281,0.044,5.18E-17,5,SPHK1
PLAUR.2,3.07E-21,-2.050633089,0.115,0.388,5.21E-17,5,PLAUR
MGMT,3.09E-21,-0.314661055,0.302,0.151,5.25E-17,5,MGMT
KLF6,3.26E-21,0.359927047,0.957,0.598,5.53E-17,5,KLF6
BUD23,3.46E-21,-0.270059067,0.317,0.145,5.87E-17,5,BUD23
TMEM39A,3.55E-21,0.269854265,0.273,0.05,6.03E-17,5,TMEM39A
METTL26,3.56E-21,-0.441225474,0.396,0.223,6.05E-17,5,METTL26
ADAR,3.62E-21,-0.299517591,0.324,0.148,6.14E-17,5,ADAR
CCT5,4.02E-21,-0.505436787,0.331,0.203,6.83E-17,5,CCT5
CLK1,4.08E-21,-0.485999669,0.388,0.237,6.93E-17,5,CLK1
ATP6V0C.2,4.09E-21,-1.425497295,0.23,0.564,6.94E-17,5,ATP6V0C
FCGR2B.3,4.26E-21,-1.833556968,0,0.288,7.23E-17,5,FCGR2B
BACH1,4.47E-21,-0.431551744,0.259,0.139,7.58E-17,5,BACH1
CD68.4,4.67E-21,-1.788452442,0.252,0.479,7.93E-17,5,CD68
GLIPR1.3,4.81E-21,-1.588525872,0.108,0.373,8.16E-17,5,GLIPR1
SLC11A1.3,4.95E-21,-2.152444049,0.007,0.311,8.40E-17,5,SLC11A1
INS.1,5.17E-21,-2.052562012,0.403,0.648,8.77E-17,5,INS
RAN,5.20E-21,0.36713861,0.827,0.443,8.83E-17,5,RAN
ILF3,5.61E-21,-0.275033365,0.324,0.149,9.52E-17,5,ILF3
PPP4R2,5.79E-21,-0.295134641,0.266,0.121,9.83E-17,5,PPP4R2
MORF4L1.1,5.95E-21,0.299180374,0.82,0.456,1.01E-16,5,MORF4L1
PLSCR1.1,6.12E-21,-1.37203275,0.216,0.393,1.04E-16,5,PLSCR1
PHLDA3,6.47E-21,0.292517668,0.23,0.027,1.10E-16,5,PHLDA3
CHD1,6.61E-21,-0.433638964,0.309,0.167,1.12E-16,5,CHD1
LGALS9.1,6.84E-21,0.272081674,0.597,0.288,1.16E-16,5,LGALS9
CALM3.2,6.85E-21,0.881188035,0.748,0.333,1.16E-16,5,CALM3
HNMT.2,7.20E-21,-0.548913228,0.432,0.304,1.22E-16,5,HNMT
NME1,7.90E-21,-0.604772344,0.288,0.186,1.34E-16,5,NME1
MYDGF.3,8.43E-21,0.418068712,0.647,0.283,1.43E-16,5,MYDGF
TMCO1,8.45E-21,-0.489340917,0.331,0.221,1.43E-16,5,TMCO1
MRPS18C,9.18E-21,-0.360950953,0.302,0.164,1.56E-16,5,MRPS18C
HADHB.1,9.39E-21,-0.307704408,0.374,0.198,1.59E-16,5,HADHB
PAG1,9.63E-21,-0.420515127,0.266,0.136,1.63E-16,5,PAG1
CAPZB.1,1.08E-20,0.353212412,0.871,0.491,1.83E-16,5,CAPZB
SEC61G.1,1.08E-20,0.297349677,0.82,0.456,1.84E-16,5,SEC61G
S100A8.5,1.19E-20,-4.572916424,0.058,0.389,2.01E-16,5,S100A8
COX6B1,1.21E-20,-0.383500212,0.942,0.748,2.05E-16,5,COX6B1
TMEM165,1.28E-20,-0.297176529,0.36,0.174,2.17E-16,5,TMEM165
PNN.1,1.43E-20,-0.257613236,0.403,0.209,2.42E-16,5,PNN
SPINT2.1,1.48E-20,0.721087079,0.734,0.324,2.51E-16,5,SPINT2
MSMO1,1.50E-20,0.253193403,0.23,0.028,2.55E-16,5,MSMO1
DHX15,1.57E-20,-0.289779177,0.245,0.097,2.66E-16,5,DHX15
JUND.1,1.61E-20,-1.669834146,0.252,0.364,2.74E-16,5,JUND
TPM1,1.64E-20,-0.629377263,0.338,0.204,2.79E-16,5,TPM1
C12orf65,1.80E-20,0.2571249,0.237,0.034,3.05E-16,5,C12orf65
TBCC,1.88E-20,0.280574377,0.273,0.054,3.18E-16,5,TBCC
CTRB2,1.90E-20,-0.507052813,0.424,0.293,3.23E-16,5,CTRB2
LDHA.2,2.27E-20,0.917817769,0.871,0.514,3.85E-16,5,LDHA
PDCD6,2.27E-20,0.250566696,0.612,0.264,3.86E-16,5,PDCD6
WAC,2.31E-20,-0.468176771,0.295,0.154,3.92E-16,5,WAC
EVI2A.3,2.44E-20,-1.549233414,0.014,0.334,4.14E-16,5,EVI2A
NAGA,2.47E-20,-0.340685425,0.302,0.161,4.18E-16,5,NAGA
TM9SF2,2.57E-20,-0.255973147,0.331,0.165,4.35E-16,5,TM9SF2
NANS,2.66E-20,-0.388963557,0.331,0.179,4.52E-16,5,NANS
ZC3H7A,2.73E-20,0.303351037,0.317,0.077,4.64E-16,5,ZC3H7A
KRT10,2.82E-20,-0.256478225,0.417,0.238,4.79E-16,5,KRT10
ARID1A,2.84E-20,-0.311626264,0.273,0.126,4.81E-16,5,ARID1A
ARL6IP4,2.88E-20,0.452688399,0.784,0.397,4.88E-16,5,ARL6IP4
PTPMT1,3.00E-20,-0.315968759,0.317,0.167,5.10E-16,5,PTPMT1
ETFB.1,3.02E-20,-0.433964437,0.353,0.232,5.12E-16,5,ETFB
PABPN1,3.15E-20,-0.563502475,0.403,0.241,5.34E-16,5,PABPN1
TNFRSF11B,3.69E-20,1.07195055,0.151,0.003,6.26E-16,5,TNFRSF11B
PPP1CC,3.90E-20,-0.406672352,0.309,0.173,6.62E-16,5,PPP1CC
MRPL3,5.22E-20,-0.362203543,0.295,0.159,8.85E-16,5,MRPL3
DRAM2.1,5.39E-20,-0.604061416,0.338,0.237,9.16E-16,5,DRAM2
HSPH1,5.70E-20,-0.94656294,0.288,0.174,9.68E-16,5,HSPH1
MAPK8,5.87E-20,0.387059607,0.245,0.034,9.97E-16,5,MAPK8
PSME2.1,6.05E-20,0.882771176,0.863,0.489,1.03E-15,5,PSME2
GUSB.2,6.32E-20,-0.270855087,0.302,0.155,1.07E-15,5,GUSB
FAM133B.1,6.61E-20,-0.747407232,0.432,0.307,1.12E-15,5,FAM133B
UVRAG,7.51E-20,0.372440072,0.353,0.092,1.28E-15,5,UVRAG
LEPROTL1,7.60E-20,-0.437322176,0.367,0.241,1.29E-15,5,LEPROTL1
FGL2.4,7.79E-20,-1.879200987,0.05,0.388,1.32E-15,5,FGL2
MSR1.4,8.11E-20,-1.974028871,0.022,0.323,1.38E-15,5,MSR1
GSKIP,8.22E-20,0.276083665,0.23,0.03,1.40E-15,5,GSKIP
ELF1,8.29E-20,-0.393205209,0.424,0.253,1.41E-15,5,ELF1
CPVL.4,8.58E-20,-1.824234445,0.022,0.322,1.46E-15,5,CPVL
NKTR.1,9.89E-20,-0.328828965,0.388,0.198,1.68E-15,5,NKTR
TMEM9B.2,1.04E-19,-0.352899735,0.295,0.18,1.77E-15,5,TMEM9B
UNC93B1,1.05E-19,-0.324466041,0.281,0.133,1.79E-15,5,UNC93B1
SPTSSA,1.12E-19,-0.347117155,0.317,0.167,1.91E-15,5,SPTSSA
SYNPO2,1.18E-19,0.31549544,0.187,0.017,2.01E-15,5,SYNPO2
SNX27,1.20E-19,-0.326815535,0.245,0.109,2.04E-15,5,SNX27
CASP3,1.25E-19,0.299147766,0.266,0.049,2.13E-15,5,CASP3
NDUFA5.1,1.27E-19,-0.469051477,0.331,0.206,2.16E-15,5,NDUFA5
AUP1,1.49E-19,-0.493462474,0.338,0.203,2.52E-15,5,AUP1
DFFA,1.57E-19,0.289998291,0.266,0.051,2.66E-15,5,DFFA
TMEM131,1.60E-19,0.308510583,0.266,0.048,2.71E-15,5,TMEM131
MIA,1.90E-19,0.317155481,0.23,0.027,3.22E-15,5,MIA
UBA2,1.96E-19,-0.264577896,0.259,0.116,3.33E-15,5,UBA2
SLAMF1,2.04E-19,0.25453877,0.173,0.009,3.46E-15,5,SLAMF1
SPCS3,2.20E-19,-0.366403128,0.388,0.233,3.74E-15,5,SPCS3
STX7.1,2.36E-19,-0.593115704,0.338,0.228,4.01E-15,5,STX7
CBR3,2.62E-19,0.344530077,0.187,0.012,4.45E-15,5,CBR3
FNDC3B.2,2.92E-19,-0.553905234,0.288,0.159,4.96E-15,5,FNDC3B
TSPAN15,2.96E-19,0.460221915,0.237,0.029,5.03E-15,5,TSPAN15
OLR1.1,3.18E-19,-1.474750799,0.18,0.283,5.40E-15,5,OLR1
HMGN2,3.26E-19,0.335051479,0.892,0.527,5.54E-15,5,HMGN2
PSEN2,3.29E-19,0.360811596,0.223,0.026,5.58E-15,5,PSEN2
ZNF593,3.91E-19,-0.282559791,0.252,0.121,6.63E-15,5,ZNF593
PSIP1,3.97E-19,0.268679871,0.331,0.1,6.74E-15,5,PSIP1
SGK1.2,4.42E-19,-1.915423844,0.151,0.473,7.50E-15,5,SGK1
REG1A,4.70E-19,0.55153255,0.655,0.304,7.97E-15,5,REG1A
CLEC7A.2,4.78E-19,-1.691885335,0.108,0.385,8.11E-15,5,CLEC7A
SDF2L1,4.91E-19,-0.423452479,0.317,0.192,8.34E-15,5,SDF2L1
YWHAG,4.93E-19,-0.347607608,0.295,0.156,8.37E-15,5,YWHAG
MS4A4A.4,5.37E-19,-1.864400774,0.05,0.328,9.12E-15,5,MS4A4A
COMMD9,5.42E-19,-0.263783143,0.288,0.132,9.20E-15,5,COMMD9
CEBPD.3,5.60E-19,-1.813573707,0.216,0.548,9.51E-15,5,CEBPD
LRRK1,5.61E-19,0.403117483,0.259,0.049,9.53E-15,5,LRRK1
NDUFA4.1,6.60E-19,-0.32104206,0.82,0.609,1.12E-14,5,NDUFA4
PDPN,6.88E-19,0.836557319,0.288,0.042,1.17E-14,5,PDPN
WDR83OS.1,6.96E-19,0.417343613,0.698,0.326,1.18E-14,5,WDR83OS
SLC25A6.4,7.14E-19,0.608251706,0.95,0.62,1.21E-14,5,SLC25A6
ENTPD1.1,7.46E-19,-0.283389777,0.245,0.108,1.27E-14,5,ENTPD1
CFD.4,7.50E-19,-1.840422311,0.05,0.299,1.27E-14,5,CFD
MYO9B,9.08E-19,-0.390937781,0.295,0.153,1.54E-14,5,MYO9B
P2RY8,9.42E-19,0.265075571,0.173,0.012,1.60E-14,5,P2RY8
COA6,9.43E-19,-0.401908724,0.23,0.13,1.60E-14,5,COA6
TARDBP,9.91E-19,-0.273933214,0.288,0.123,1.68E-14,5,TARDBP
TMEM185A,1.05E-18,0.351532023,0.194,0.016,1.78E-14,5,TMEM185A
STX10,1.10E-18,-0.342884924,0.288,0.147,1.87E-14,5,STX10
UBC,1.10E-18,0.565560061,0.993,0.789,1.87E-14,5,UBC
PIM3,1.28E-18,0.309455656,0.396,0.137,2.18E-14,5,PIM3
SREK1IP1,1.39E-18,-0.384496518,0.281,0.148,2.36E-14,5,SREK1IP1
CD81.3,1.69E-18,-1.433742628,0.216,0.422,2.86E-14,5,CD81
CAPG.4,1.73E-18,-0.358617338,0.777,0.579,2.94E-14,5,CAPG
ARL4A,1.93E-18,-0.383437472,0.324,0.169,3.28E-14,5,ARL4A
GNG5.1,2.26E-18,0.25888892,0.914,0.58,3.83E-14,5,GNG5
PPP1R10,2.38E-18,-0.323878992,0.281,0.147,4.04E-14,5,PPP1R10
ATP6V1G1.1,2.40E-18,0.609441851,0.899,0.537,4.07E-14,5,ATP6V1G1
C15orf40,2.45E-18,-0.58966274,0.324,0.193,4.15E-14,5,C15orf40
TBL1XR1,2.57E-18,-0.305089706,0.252,0.116,4.36E-14,5,TBL1XR1
HSP90AA1.1,2.57E-18,-0.871575636,0.914,0.716,4.37E-14,5,HSP90AA1
TOMM40,2.68E-18,-0.251148161,0.23,0.095,4.55E-14,5,TOMM40
SEC31A,2.98E-18,-0.417632357,0.281,0.154,5.06E-14,5,SEC31A
SAT2.1,3.03E-18,-0.419492099,0.403,0.264,5.14E-14,5,SAT2
CSF1R.5,3.14E-18,-1.555591542,0.014,0.306,5.34E-14,5,CSF1R
CCDC167,3.60E-18,0.459259443,0.338,0.086,6.11E-14,5,CCDC167
OSCAR,4.58E-18,-0.313740089,0.216,0.107,7.78E-14,5,OSCAR
HMGN1.2,4.77E-18,0.317534028,0.827,0.482,8.09E-14,5,HMGN1
TMA7.1,4.90E-18,-0.421891484,0.935,0.761,8.31E-14,5,TMA7
ST3GAL6,5.43E-18,0.273137953,0.288,0.077,9.21E-14,5,ST3GAL6
ANPEP,5.67E-18,-0.379571621,0.23,0.114,9.62E-14,5,ANPEP
TRAF5,5.73E-18,0.283084985,0.194,0.021,9.73E-14,5,TRAF5
NIFK,6.16E-18,-0.350344316,0.245,0.121,1.05E-13,5,NIFK
BBX,6.30E-18,-0.288358511,0.288,0.142,1.07E-13,5,BBX
EEF2.1,7.70E-18,0.539425566,0.914,0.564,1.31E-13,5,EEF2
SDF4,7.92E-18,-0.273935568,0.331,0.178,1.34E-13,5,SDF4
AGPAT2,8.24E-18,-0.385799454,0.281,0.151,1.40E-13,5,AGPAT2
CCDC112,8.25E-18,-0.288529604,0.223,0.104,1.40E-13,5,CCDC112
KRT18,8.42E-18,-0.50228888,0.331,0.18,1.43E-13,5,KRT18
RBM6,8.80E-18,-0.412990274,0.266,0.139,1.49E-13,5,RBM6
CMIP,8.99E-18,-0.433886827,0.245,0.141,1.53E-13,5,CMIP
TYMP,9.33E-18,0.732469727,0.964,0.683,1.58E-13,5,TYMP
BLOC1S6.3,9.57E-18,-0.450301099,0.496,0.316,1.62E-13,5,BLOC1S6
PTBP1,1.01E-17,-0.437457709,0.266,0.163,1.72E-13,5,PTBP1
LEPROT,1.03E-17,-0.460588806,0.367,0.237,1.75E-13,5,LEPROT
RANBP2,1.10E-17,-0.429954092,0.273,0.15,1.87E-13,5,RANBP2
LCP2,1.12E-17,-1.49008677,0,0.244,1.89E-13,5,LCP2
VAMP8.2,1.18E-17,-0.498300916,0.791,0.646,2.01E-13,5,VAMP8
SECISBP2,1.29E-17,-0.354122471,0.209,0.096,2.19E-13,5,SECISBP2
PAPSS1,1.40E-17,-0.442600219,0.259,0.147,2.37E-13,5,PAPSS1
MSANTD3,1.44E-17,0.250314364,0.201,0.022,2.44E-13,5,MSANTD3
DNMT1,1.51E-17,-0.453500919,0.245,0.139,2.55E-13,5,DNMT1
SRSF1,1.51E-17,-0.451917067,0.295,0.17,2.57E-13,5,SRSF1
TPI1.2,1.66E-17,0.789904589,0.885,0.564,2.82E-13,5,TPI1
ARL8A,1.99E-17,-0.348506257,0.237,0.106,3.38E-13,5,ARL8A
QSOX1,2.01E-17,-0.464626391,0.266,0.166,3.41E-13,5,QSOX1
VTN,2.08E-17,0.26983733,0.158,0.009,3.52E-13,5,VTN
GABBR1,2.35E-17,1.792658792,0.317,0.069,3.99E-13,5,GABBR1
FCGR1A.2,2.53E-17,-1.475973542,0.007,0.272,4.29E-13,5,FCGR1A
ATP5F1B,2.57E-17,0.301905866,0.719,0.376,4.36E-13,5,ATP5F1B
CCNG1,2.64E-17,0.250795993,0.309,0.094,4.49E-13,5,CCNG1
NPM1.2,3.16E-17,0.4272677,0.978,0.689,5.37E-13,5,NPM1
DNAJC2,3.24E-17,-0.267877605,0.259,0.116,5.50E-13,5,DNAJC2
SYAP1,3.43E-17,-0.25699963,0.331,0.176,5.82E-13,5,SYAP1
ANXA3,3.76E-17,0.37691071,0.216,0.029,6.39E-13,5,ANXA3
SUPT4H1.1,3.77E-17,0.442193709,0.619,0.266,6.40E-13,5,SUPT4H1
TMBIM6.1,4.13E-17,-0.414493444,0.763,0.596,7.01E-13,5,TMBIM6
CHMP2B,4.14E-17,-0.363410327,0.281,0.159,7.03E-13,5,CHMP2B
STXBP3,4.55E-17,-0.270611932,0.223,0.088,7.72E-13,5,STXBP3
OST4.1,4.73E-17,0.640436605,0.95,0.652,8.03E-13,5,OST4
ATXN3,5.07E-17,-0.255976764,0.216,0.082,8.61E-13,5,ATXN3
ZRANB2,5.25E-17,-0.316838675,0.295,0.151,8.91E-13,5,ZRANB2
PABPC1.3,5.54E-17,0.533495257,0.964,0.662,9.41E-13,5,PABPC1
CHCHD10.4,5.71E-17,-1.191537924,0.259,0.368,9.69E-13,5,CHCHD10
HLA-DQA1.5,6.74E-17,0.656719295,0.892,0.545,1.14E-12,5,HLA-DQA1
CLTB,6.78E-17,-0.339709415,0.396,0.239,1.15E-12,5,CLTB
CCDC59,7.19E-17,-0.370885712,0.288,0.148,1.22E-12,5,CCDC59
CCDC107,7.98E-17,-0.297956238,0.309,0.173,1.35E-12,5,CCDC107
HLA-A.1,8.10E-17,0.648144184,1,0.883,1.37E-12,5,HLA-A
FBXO25,8.39E-17,0.255675385,0.237,0.045,1.42E-12,5,FBXO25
TRIB1,8.69E-17,0.300725098,0.309,0.102,1.47E-12,5,TRIB1
EIF2AK4,9.03E-17,-0.261486763,0.209,0.087,1.53E-12,5,EIF2AK4
GTPBP4,9.04E-17,-0.388399048,0.324,0.184,1.53E-12,5,GTPBP4
MNDA.2,1.09E-16,-1.463890498,0.252,0.494,1.86E-12,5,MNDA
AHCYL1,1.19E-16,-0.393649761,0.23,0.122,2.02E-12,5,AHCYL1
JMJD1C,1.29E-16,-0.443819711,0.388,0.249,2.20E-12,5,JMJD1C
PJA2,1.34E-16,-0.390029888,0.237,0.132,2.28E-12,5,PJA2
GPR65,1.38E-16,-0.297160569,0.302,0.161,2.34E-12,5,GPR65
NMI,1.49E-16,-0.352584902,0.281,0.161,2.52E-12,5,NMI
ANXA1.3,1.53E-16,-0.685930813,0.676,0.574,2.60E-12,5,ANXA1
RACK1.3,1.86E-16,0.506291319,1,0.795,3.15E-12,5,RACK1
ELOB.1,1.93E-16,-0.263500983,0.878,0.652,3.28E-12,5,ELOB
CKS2,2.05E-16,-0.292650069,0.302,0.148,3.47E-12,5,CKS2
UBB.1,2.08E-16,0.637370779,0.942,0.671,3.53E-12,5,UBB
RHOB.1,2.43E-16,-1.776750344,0.129,0.341,4.12E-12,5,RHOB
EVI2B.3,2.48E-16,-1.446924956,0.144,0.402,4.22E-12,5,EVI2B
HNRNPA1.2,2.52E-16,0.388620121,0.993,0.737,4.27E-12,5,HNRNPA1
PPIF,2.65E-16,-0.317531116,0.23,0.111,4.50E-12,5,PPIF
MT1F,2.75E-16,-0.265097634,0.273,0.129,4.67E-12,5,MT1F
NCF1,2.87E-16,-0.430247091,0.324,0.193,4.87E-12,5,NCF1
PGK1.1,3.01E-16,0.277272099,0.712,0.39,5.10E-12,5,PGK1
LONP2,3.52E-16,-0.254089804,0.23,0.101,5.98E-12,5,LONP2
OGFR,3.55E-16,-0.336858813,0.266,0.138,6.02E-12,5,OGFR
VEGFB.1,3.80E-16,-0.29146799,0.194,0.094,6.45E-12,5,VEGFB
DAAM1,4.15E-16,0.27242352,0.23,0.05,7.05E-12,5,DAAM1
CD302.4,4.42E-16,-1.552098092,0.05,0.313,7.49E-12,5,CD302
NDUFA13.1,4.43E-16,-0.257299138,0.813,0.607,7.52E-12,5,NDUFA13
FEZ2.2,4.44E-16,-0.300417907,0.266,0.143,7.53E-12,5,FEZ2
TRABD2A,4.60E-16,0.544028034,0.158,0.011,7.80E-12,5,TRABD2A
SOCS1,4.67E-16,0.637766517,0.324,0.086,7.93E-12,5,SOCS1
AP2A2.1,5.23E-16,-0.398323564,0.209,0.093,8.87E-12,5,AP2A2
PRKRIP1,5.66E-16,0.404328615,0.223,0.037,9.61E-12,5,PRKRIP1
ARPC2.1,5.82E-16,0.762182944,0.906,0.616,9.88E-12,5,ARPC2
CCL3.1,5.88E-16,-3.283742016,0.036,0.284,9.98E-12,5,CCL3
PHF3,6.85E-16,-0.285761702,0.259,0.129,1.16E-11,5,PHF3
GLUD1,1.05E-15,-0.297797429,0.252,0.124,1.78E-11,5,GLUD1
BHLHE41.1,1.13E-15,-0.344550699,0.223,0.11,1.91E-11,5,BHLHE41
TNPO1,1.13E-15,-0.34606114,0.281,0.155,1.93E-11,5,TNPO1
CLEC2B.4,1.16E-15,-1.429364356,0.137,0.376,1.97E-11,5,CLEC2B
PHACTR1.1,1.18E-15,-1.7120553,0.115,0.268,2.00E-11,5,PHACTR1
GLA,1.18E-15,-0.310053537,0.216,0.106,2.01E-11,5,GLA
TCIRG1,1.26E-15,-0.300986736,0.353,0.204,2.15E-11,5,TCIRG1
TUBB2B,1.27E-15,0.758112847,0.122,0.003,2.15E-11,5,TUBB2B
CACUL1,1.32E-15,-0.346784593,0.252,0.137,2.24E-11,5,CACUL1
RBM47,1.46E-15,-0.398335639,0.317,0.192,2.47E-11,5,RBM47
HAPLN3,1.47E-15,0.349151821,0.194,0.026,2.49E-11,5,HAPLN3
C3AR1.3,2.01E-15,-1.462293192,0.014,0.267,3.41E-11,5,C3AR1
TTC14,2.05E-15,-0.387333076,0.266,0.15,3.48E-11,5,TTC14
CHORDC1,2.09E-15,-0.315032525,0.216,0.113,3.54E-11,5,CHORDC1
CSF2RB,2.27E-15,0.379093999,0.266,0.062,3.85E-11,5,CSF2RB
HLA-DPB1.5,2.38E-15,0.605024051,1,0.791,4.04E-11,5,HLA-DPB1
GIMAP4.1,2.68E-15,-1.190199187,0.129,0.247,4.54E-11,5,GIMAP4
XIAP,3.15E-15,-0.371606853,0.237,0.127,5.35E-11,5,XIAP
ZNF366,3.54E-15,0.303239494,0.173,0.021,6.00E-11,5,ZNF366
MEF2C.3,3.76E-15,-1.282367563,0.201,0.309,6.39E-11,5,MEF2C
COA5,3.84E-15,-0.25466618,0.216,0.105,6.52E-11,5,COA5
SLC22A23,3.91E-15,0.3472263,0.122,0.003,6.64E-11,5,SLC22A23
SGK3,4.00E-15,-0.272306181,0.259,0.129,6.79E-11,5,SGK3
ITM2C,4.04E-15,0.460417333,0.266,0.057,6.85E-11,5,ITM2C
VCAN.4,4.62E-15,-2.253903169,0.058,0.288,7.83E-11,5,VCAN
MRC1.2,4.76E-15,-1.824453743,0.022,0.279,8.07E-11,5,MRC1
DHX29,4.92E-15,-0.328523832,0.23,0.114,8.34E-11,5,DHX29
DMAC1,4.98E-15,-0.339467198,0.23,0.129,8.46E-11,5,DMAC1
CWC25,5.36E-15,-0.507271834,0.259,0.159,9.10E-11,5,CWC25
PDCD6IP,6.51E-15,-0.386756001,0.237,0.135,1.11E-10,5,PDCD6IP
MOSPD2,6.62E-15,0.281738852,0.245,0.066,1.12E-10,5,MOSPD2
TBRG1,6.87E-15,-0.273829426,0.245,0.12,1.17E-10,5,TBRG1
ARHGAP18.2,7.41E-15,-1.099126196,0.165,0.282,1.26E-10,5,ARHGAP18
GIT2,7.44E-15,-0.268950459,0.23,0.112,1.26E-10,5,GIT2
TUBA1B.1,8.66E-15,0.716686433,0.892,0.591,1.47E-10,5,TUBA1B
PDCD4,9.09E-15,-0.254100795,0.237,0.128,1.54E-10,5,PDCD4
SLA,9.60E-15,-1.564796953,0.022,0.273,1.63E-10,5,SLA
MLEC,1.22E-14,-0.342056504,0.237,0.133,2.08E-10,5,MLEC
TREM2.4,1.42E-14,-1.704580364,0.122,0.346,2.41E-10,5,TREM2
MGST2.3,1.74E-14,-1.099709248,0.173,0.309,2.95E-10,5,MGST2
TFPI2,1.91E-14,0.72526239,0.18,0.018,3.25E-10,5,TFPI2
ITGA4,1.92E-14,0.461270944,0.36,0.131,3.25E-10,5,ITGA4
FN1.2,2.05E-14,-2.545019764,0.086,0.342,3.47E-10,5,FN1
ATP6V0E1.1,2.26E-14,0.37484591,0.921,0.623,3.84E-10,5,ATP6V0E1
TM4SF1,2.53E-14,-0.46646877,0.295,0.189,4.29E-10,5,TM4SF1
LY86.3,2.61E-14,-1.396390938,0.065,0.341,4.42E-10,5,LY86
CCS,2.65E-14,-0.263183692,0.237,0.123,4.50E-10,5,CCS
CD52.4,2.85E-14,-1.664904382,0.165,0.458,4.83E-10,5,CD52
TNFRSF4,3.39E-14,0.303482396,0.194,0.032,5.76E-10,5,TNFRSF4
GBP2,3.80E-14,-0.366754411,0.259,0.148,6.46E-10,5,GBP2
TMEM150C,4.19E-14,0.368525444,0.122,0.004,7.11E-10,5,TMEM150C
EDF1,4.55E-14,0.461368933,0.914,0.616,7.73E-10,5,EDF1
TIMP2.3,4.61E-14,-1.386559915,0.115,0.308,7.82E-10,5,TIMP2
ARAP2,4.98E-14,0.539490103,0.223,0.042,8.45E-10,5,ARAP2
ELAVL1,5.42E-14,-0.26552172,0.237,0.122,9.20E-10,5,ELAVL1
BRI3.3,5.44E-14,-1.278091777,0.201,0.391,9.22E-10,5,BRI3
BTN2A2,5.83E-14,0.507349233,0.245,0.053,9.89E-10,5,BTN2A2
TNFSF13.1,7.61E-14,-0.873720741,0.029,0.278,1.29E-09,5,TNFSF13
LRRC61,7.83E-14,0.330527745,0.144,0.01,1.33E-09,5,LRRC61
CSTA.3,8.60E-14,1.081249448,0.813,0.484,1.46E-09,5,CSTA
RBM26,1.17E-13,-0.340115941,0.209,0.101,1.98E-09,5,RBM26
RCL1,1.22E-13,0.37713094,0.165,0.019,2.07E-09,5,RCL1
PADI2,1.28E-13,0.330277415,0.216,0.049,2.17E-09,5,PADI2
MYL12B.1,1.30E-13,0.539848457,0.906,0.624,2.21E-09,5,MYL12B
FCN1.2,1.33E-13,-2.192125125,0.007,0.222,2.26E-09,5,FCN1
PHF20,1.37E-13,-0.254233289,0.223,0.109,2.32E-09,5,PHF20
C2CD3,1.38E-13,-1.226656747,0.345,0.673,2.34E-09,5,C2CD3
NCF2.2,1.48E-13,-1.243045304,0.108,0.274,2.52E-09,5,NCF2
RAB3B.1,1.72E-13,-0.494726422,0.396,0.708,2.92E-09,5,RAB3B
COX4I1.1,1.72E-13,0.406714972,0.978,0.744,2.93E-09,5,COX4I1
DSC2,1.73E-13,0.449412453,0.266,0.069,2.93E-09,5,DSC2
SLC25A37.1,1.87E-13,-1.591401369,0.065,0.252,3.17E-09,5,SLC25A37
CHD4,1.91E-13,-0.285772396,0.266,0.142,3.24E-09,5,CHD4
PRRG4,2.22E-13,0.250833041,0.216,0.048,3.78E-09,5,PRRG4
ITPRIPL2,2.37E-13,-0.276889277,0.216,0.104,4.03E-09,5,ITPRIPL2
TMEM30A,2.59E-13,-0.398627845,0.259,0.159,4.40E-09,5,TMEM30A
TREM1.2,2.85E-13,-1.205954626,0,0.185,4.84E-09,5,TREM1
TTYH2,3.30E-13,0.384476765,0.144,0.012,5.61E-09,5,TTYH2
GABARAP.2,3.70E-13,-0.369641842,0.935,0.743,6.28E-09,5,GABARAP
AHR.2,3.74E-13,-0.470723835,0.266,0.164,6.35E-09,5,AHR
SLC2A3.2,4.19E-13,-1.721903727,0.036,0.273,7.11E-09,5,SLC2A3
KPNA4,4.55E-13,-0.251166491,0.209,0.096,7.73E-09,5,KPNA4
SLC25A25,5.10E-13,0.308130769,0.18,0.027,8.65E-09,5,SLC25A25
CXCL16.2,5.56E-13,0.703330324,0.748,0.424,9.44E-09,5,CXCL16
FILIP1L.1,7.05E-13,0.275939208,0.288,0.113,1.20E-08,5,FILIP1L
ETS2.1,7.33E-13,-1.15662671,0.245,0.355,1.24E-08,5,ETS2
CALHM6.4,7.34E-13,-1.295895978,0.144,0.291,1.25E-08,5,CALHM6
CFAP298,8.39E-13,-0.29031731,0.237,0.134,1.42E-08,5,CFAP298
COX6C,8.81E-13,0.304617097,0.892,0.603,1.50E-08,5,COX6C
CNOT2,8.94E-13,-0.281205744,0.209,0.107,1.52E-08,5,CNOT2
SIAH2,9.56E-13,0.508604108,0.245,0.053,1.62E-08,5,SIAH2
GPR34.4,9.63E-13,-1.523212673,0.007,0.215,1.63E-08,5,GPR34
ELMO1,1.16E-12,-0.290728117,0.223,0.118,1.97E-08,5,ELMO1
ARL17A,1.18E-12,0.366103867,0.216,0.049,2.00E-08,5,ARL17A
MYL12A.2,1.28E-12,0.70324643,0.914,0.682,2.18E-08,5,MYL12A
